stock_code,market_id,revenue,total_net_sales_qty,mean_net_sales_qty,std_net_sales_qty,active_days,value_share,cumulative_share,abc_segment,coefficient_of_variation,xyz_segment,abc_xyz_segment
85170B,United Kingdom,480.11,285,4.830508474576271,10.511328113160257,59,2.489260967017059e-05,0.9430740875103456,B,2.1760293286893164,Z,BZ
23297,EIRE,480.0,320,64.0,107.33126291998991,5,2.4886906420782495e-05,0.9430989744167664,B,1.6770509831248424,Z,BZ
35967,United Kingdom,479.85,893,9.5,9.601467181791056,94,2.4879129262526e-05,0.9433229487973951,B,1.010680755978006,Z,BZ
84657,United Kingdom,479.83000000000004,159,9.9375,33.2194094870253,16,2.4878092308091802e-05,0.9433478268897032,B,3.3428336590717285,Z,BZ
22991,France,479.7,246,22.363636363636363,25.18441076250436,11,2.4871352104269504e-05,0.9433975727047751,B,1.1261321885672682,Z,BZ
16244A,United Kingdom,479.41,193,7.72,19.095200094962784,25,2.4856316264973615e-05,0.94342242902104,B,2.4734715148915525,Z,BZ
20864,United Kingdom,479.24,226,8.692307692307692,20.732137816962787,26,2.484750215228292e-05,0.94347213232098,B,2.38511320018156,Z,BZ
21339,United Kingdom,476.7,21,1.6153846153846154,3.2541886223363865,13,2.4715808939139615e-05,0.9435958606871143,B,2.0144977185891917,Z,BZ
22551,EIRE,476.4,312,28.363636363636363,54.27204202399745,11,2.4700254622626624e-05,0.94364527415829,B,1.9134373790511923,Z,BZ
85230A,United Kingdom,476.15999999999997,1920,42.666666666666664,46.585210294489585,45,2.4687811169416233e-05,0.9436699619694594,B,1.0918408662770998,Z,BZ
21322,United Kingdom,476.15000000000003,268,20.615384615384617,40.715554893141395,13,2.4687292692199138e-05,0.9436946492621516,B,1.9750082597419332,Z,BZ
20774,United Kingdom,475.88,293,3.020618556701031,4.575704366186194,97,2.4673293807337443e-05,0.9437193225559589,B,1.5148236297612998,Z,BZ
84926E,United Kingdom,475.32,1084,23.565217391304348,28.670272776218955,46,2.4644259083179864e-05,0.9437439668150421,B,1.2166351916107674,Z,BZ
22534,Sweden,475.20000000000005,1296,324.0,552.3477165699157,4,2.4638037356574672e-05,0.9437686048523987,B,1.704776902993567,Z,BZ
23209,Germany,475.0,300,23.076923076923077,30.655237558100733,13,2.4627667812232678e-05,0.9438425085949239,B,1.3283936275176984,Z,BZ
22259,United Kingdom,474.2,583,10.796296296296296,22.158417310852162,54,2.4586189634864704e-05,0.9439409129783433,B,2.052409150576358,Z,BZ
22993,EIRE,473.96000000000004,412,20.6,22.224689921464893,20,2.4573746181654317e-05,0.943965486724525,B,1.0788684427895578,Z,BZ
21459,United Kingdom,473.75,239,5.311111111111111,11.034701920063199,45,2.456285816009522e-05,0.9440146165886629,B,2.0776635414344935,Z,BZ
20657,United Kingdom,473.46999999999997,537,5.774193548387097,22.243772471070198,93,2.454834079801643e-05,0.944063727787621,B,3.852273444710481,Z,BZ
22563,Sweden,472.9200000000001,444,222.0,296.98484809834997,2,2.4519824551075957e-05,0.9441127689921549,B,1.3377695860286034,Z,BZ
22562,Sweden,472.9200000000001,444,222.0,296.98484809834997,2,2.4519824551075957e-05,0.944137288816706,B,1.3377695860286034,Z,BZ
21173,United Kingdom,472.66,181,3.480769230769231,12.702462914827347,52,2.4506344143431362e-05,0.9441617951608494,B,3.64932636227084,Z,BZ
37492C,United Kingdom,472.65,265,10.6,24.87971060924946,25,2.450582566621426e-05,0.9441863009865157,B,2.347142510306553,Z,BZ
21373,United Kingdom,472.09,540,10.8,12.172233373794738,50,2.447679094205668e-05,0.9442107777774578,B,1.1270586457217349,Z,BZ
22628,Germany,471.95000000000005,101,5.05,8.506808418771652,20,2.446953226101729e-05,0.9442352473097188,B,1.684516518568644,Z,BZ
79337,United Kingdom,471.61,1127,53.666666666666664,89.79495160271169,21,2.44519040356359e-05,0.9442596992137544,B,1.6731978559511496,Z,BZ
22662,EIRE,471.5,310,28.181818181818183,35.72623176831887,11,2.4446200786247803e-05,0.944308596800099,B,1.2677049982306694,Z,BZ
gift_0001_20,United Kingdom,471.06,53,1.8928571428571428,2.424249188302252,28,2.442338778869542e-05,0.9443330201878878,B,1.2807354202351522,Z,BZ
23691,United Kingdom,471.0,1150,57.5,67.42442162583932,20,2.442027692539282e-05,0.9443574404648132,B,1.1725986369711185,Z,BZ
21843,Spain,470.84999999999997,43,2.6875,3.8939054944875076,16,2.4412499767136325e-05,0.9443818529645803,B,1.448895067716282,Z,BZ
20694,United Kingdom,469.71999999999997,13,0.29545454545454547,17.24998084994494,44,2.4353911841604067e-05,0.9445280676876202,B,58.38455056904441,Z,BZ
22606,France,468.65,35,3.888888888888889,6.52771867585538,9,2.4298434779374406e-05,0.944600976472366,B,1.6785562309342406,Z,BZ
47570B,Portugal,467.1,54,27.0,32.526911934581186,2,2.4218070810723964e-05,0.944649459276937,B,1.2047004420215255,Z,BZ
21658,EIRE,466.87,125,6.25,6.950009466104875,20,2.4206145834730673e-05,0.9447462921559114,B,1.11200151457678,Z,BZ
85136B,United Kingdom,465.82,5,0.11363636363636363,7.256804053713712,44,2.415170572693521e-05,0.9448671709712604,B,63.85987567268067,Z,BZ
22383,EIRE,465.1,294,16.333333333333332,21.30175358702548,18,2.411437536730404e-05,0.9449395317255876,B,1.304188995124009,Z,BZ
72799B,United Kingdom,464.76000000000005,298,33.111111111111114,79.3007636224968,9,2.409674714192265e-05,0.9449877376633247,B,2.39498950537742,Z,BZ
22381,Netherlands,464.6,251,83.66666666666667,103.68381423025164,3,2.4088451506449057e-05,0.9450118261148311,B,1.239248775660378,Z,BZ
84596K,United Kingdom,464.59000000000003,549,7.732394366197183,24.57115483446792,71,2.4087933029231958e-05,0.9450359140478604,B,3.177690333783647,Z,BZ
21890,EIRE,463.80000000000007,156,11.142857142857142,11.251373542523892,14,2.4046973329081087e-05,0.9451081016307972,B,1.0097386512521442,Z,BZ
20695,United Kingdom,463.58,91,2.0681818181818183,4.133795638971285,44,2.403556683030489e-05,0.9451321371976275,B,1.9987583309311705,Z,BZ
48138,Switzerland,462.76000000000005,68,9.714285714285714,13.877010793806733,7,2.3993051698502727e-05,0.9451801409292498,B,1.4285158170095167,Z,BZ
35600D,United Kingdom,462.30000000000007,93,7.75,19.04599695474091,12,2.3969201746516144e-05,0.945228091776196,B,2.4575479941601177,Z,BZ
85178,EIRE,462.3,462,42.0,82.04876598706406,11,2.396920174651614e-05,0.9452520609779426,B,1.953542047311049,Z,BZ
84972L,United Kingdom,462.15000000000003,234,6.882352941176471,20.161115748769813,34,2.3961424588259645e-05,0.9452760224025308,B,2.9293928865733916,Z,BZ
21988,Netherlands,462.14,686,45.733333333333334,66.5930784334085,15,2.3960906111042546e-05,0.9452999833086418,B,1.456116875366075,Z,BZ
22725,EIRE,462.0,128,14.222222222222221,16.776306042882158,9,2.395364743000315e-05,0.9453478906035019,B,1.1795840186401518,Z,BZ
21213,Sweden,462.0,840,105.0,111.79062061346139,8,2.395364743000315e-05,0.9453957978983619,B,1.0646725772710608,Z,BZ
10134,United Kingdom,461.63,356,8.090909090909092,20.317043116920313,44,2.3934463772970465e-05,0.9454436704552485,B,2.511095216698016,Z,BZ
16219,United Kingdom,461.28999999999996,2962,29.91919191919192,80.40353286578599,99,2.3916835547589074e-05,0.945467587290796,B,2.687356432718708,Z,BZ
23256,Switzerland,460.9,118,9.833333333333334,19.98560087723765,12,2.3896614936122188e-05,0.9454914839057321,B,2.0324339875156934,Z,BZ
84876B,United Kingdom,460.81,329,8.657894736842104,19.342260573591915,38,2.3891948641168293e-05,0.9455153758543733,B,2.234060491782653,Z,BZ
23565,United Kingdom,460.06,309,8.82857142857143,10.998624818547075,35,2.3853062849885822e-05,0.945634740197771,B,1.2457989276671444,Z,BZ
21561,Germany,460.05,191,15.916666666666666,17.87053610292821,12,2.3852544372668723e-05,0.9456585927421437,B,1.1227561949483693,Z,BZ
35471A,United Kingdom,459.96,300,4.477611940298507,12.80785531801199,67,2.3847878077714825e-05,0.9457301405241946,B,2.860421021022678,Z,BZ
16048,United Kingdom,459.42,3054,40.18421052631579,105.1658639833688,76,2.3819880307991446e-05,0.9458254480431962,B,2.6170941921205073,Z,BZ
21155,Germany,459.15000000000003,197,12.3125,12.552390210633193,16,2.3805881423129756e-05,0.9458492539246194,B,1.0194834688839143,Z,BZ
16168M,United Kingdom,458.77,1565,17.988505747126435,39.73677760278097,87,2.378617928887997e-05,0.9459206363124381,B,2.2090093619437345,Z,BZ
48187,Switzerland,458.04,64,10.666666666666666,14.514360704718161,6,2.3748330452031695e-05,0.9459681391950687,B,1.3607213160673277,Z,BZ
22323,EIRE,457.95000000000005,117,29.25,44.65702632285316,4,2.37436641570778e-05,0.9460393743353576,B,1.5267359426616467,Z,BZ
51020A,United Kingdom,457.72999999999996,1338,28.46808510638298,58.60659224822,47,2.3732257658301605e-05,0.9460631065930158,B,2.0586770072244693,Z,BZ
84691,EIRE,457.4,620,68.88888888888889,114.67829398413247,9,2.3715147910137316e-05,0.946086821740926,B,1.6646849126728906,Z,BZ
22493,Sweden,457.20000000000005,312,104.0,159.34867429633672,3,2.370477836579533e-05,0.9461105265192917,B,1.53219879131093,Z,BZ
85198,United Kingdom,455.5,312,7.255813953488372,34.023166493586054,43,2.361663723888839e-05,0.9462288036159655,B,4.68909025392372,Z,BZ
22537,Sweden,455.04,1248,416.0,637.8463764888846,3,2.3592787286901806e-05,0.9462523964032524,B,1.533284558867511,Z,BZ
21260,EIRE,454.5,162,54.0,78.0,3,2.3564789517178424e-05,0.9463231187695736,B,1.4444444444444444,Z,BZ
23291,Netherlands,454.45,425,70.83333333333333,72.14545492729717,6,2.3562197131092926e-05,0.9463702457562219,B,1.0185240695618425,Z,BZ
21757,United Kingdom,454.3,74,1.8974358974358974,3.9322878822898732,39,2.3554419972836433e-05,0.9464173597809397,B,2.072421992017636,Z,BZ
20755,United Kingdom,453.9,524,5.822222222222222,5.899110155287806,90,2.3533680884152445e-05,0.9464408934618238,B,1.013205942702104,Z,BZ
23019,United Kingdom,453.7,58,2.761904761904762,3.144912747673008,21,2.352331133981045e-05,0.9464879478616617,B,1.1386753051919511,Z,BZ
22570,EIRE,453.48,124,8.266666666666667,14.596803303006677,15,2.3511904841034262e-05,0.9465349778930704,B,1.76574233504113,Z,BZ
85215,United Kingdom,453.44,259,4.796296296296297,76.22295490171112,54,2.3509830932165862e-05,0.9465584877240025,B,15.892044651322008,Z,BZ
21663,United Kingdom,452.46000000000004,59,1.9666666666666666,3.7918545488375774,30,2.34590201648901e-05,0.9466054150969222,B,1.9280616350021582,Z,BZ
23209,Australia,451.5,310,77.5,93.22910847297997,4,2.3409246352048535e-05,0.9466991588886372,B,1.202956238361032,Z,BZ
17164D,United Kingdom,450.78,1929,77.16,169.34449110221058,25,2.3371915992417357e-05,0.9467225308046296,B,2.194718650884015,Z,BZ
47594A,United Kingdom,450.46,226,2.7901234567901234,2.939881159939616,81,2.335532472147017e-05,0.9467458861293511,B,1.053674221040305,Z,BZ
21121,EIRE,450.0,360,30.0,42.34919769552365,12,2.333147476948359e-05,0.9467692176041206,B,1.4116399231841217,Z,BZ
35969,United Kingdom,449.89,338,5.633333333333334,13.636897438618963,60,2.3325771520095492e-05,0.9467925433756407,B,2.420751024606916,Z,BZ
23213,Germany,449.52,408,58.285714285714285,62.51856867020732,7,2.3306587863062804e-05,0.9468624792120237,B,1.0726225016947335,Z,BZ
20616,United Kingdom,449.28,281,2.86734693877551,5.579117461712784,98,2.3294144409852414e-05,0.9469090799442966,B,1.9457420329105082,Z,BZ
47592A,United Kingdom,448.37,213,2.8783783783783785,5.469598925224203,74,2.3246962983096348e-05,0.9470021409015166,B,1.9002362463220237,Z,BZ
23066,EIRE,448.35,59,14.75,22.20172665957913,4,2.324592602866215e-05,0.9470253868275452,B,1.5052018074290936,Z,BZ
84675,United Kingdom,447.81000000000006,67,1.34,16.06569421507346,50,2.321792825893877e-05,0.9470718429046746,B,11.989324041099596,Z,BZ
22361,EIRE,447.6,168,21.0,40.05710209902145,8,2.320704023737968e-05,0.9471182647623076,B,1.9074810523343548,Z,BZ
84706D,United Kingdom,447.53999999999996,187,12.466666666666667,14.773850773128402,15,2.3203929374077077e-05,0.9471414686916817,B,1.185068243833829,Z,BZ
20621,United Kingdom,447.47,369,11.903225806451612,33.34202037340636,31,2.320030003355738e-05,0.9471646689917153,B,2.8010911424812934,Z,BZ
72801D,United Kingdom,447.42,554,10.25925925925926,33.371089727931114,54,2.3197707647471882e-05,0.9471878666993627,B,3.252777699112419,Z,BZ
22080,EIRE,446.25,285,17.8125,27.505681231338375,16,2.3137045813071224e-05,0.947303623478284,B,1.5441785954435578,Z,BZ
22697,Australia,446.1,174,29.0,34.44996371551064,6,2.3129268654814732e-05,0.9473498820155936,B,1.1879297832934703,Z,BZ
84952A,United Kingdom,445.15,161,4.735294117647059,6.907654180292309,34,2.3080013319190263e-05,0.9474654293297191,B,1.4587592678878167,Z,BZ
23455,United Kingdom,445.11,159,7.2272727272727275,7.831145499021187,22,2.3077939410321867e-05,0.947511585727017,B,1.0835547231350071,Z,BZ
84569B,United Kingdom,444.68,286,4.612903225806452,6.596956175189168,62,2.305564488998658e-05,0.9475577073863414,B,1.430109380635414,Z,BZ
20793,United Kingdom,444.25,256,10.666666666666666,48.94155046909365,24,2.30333503696513e-05,0.9475807407367111,B,4.58827035647753,Z,BZ
22151,EIRE,443.52000000000004,1056,62.11764705882353,97.51018046397847,17,2.2995501532803026e-05,0.9477418507917212,B,1.5697661627723807,Z,BZ
22904,Spain,443.4,172,34.4,70.27659638884057,5,2.2989279806197827e-05,0.9477648400715274,B,2.0429243136290864,Z,BZ
85211,United Kingdom,442.72,249,3.4583333333333335,8.31075580027659,72,2.2954023355435056e-05,0.9477877940948828,B,2.4031101109233513,Z,BZ
22866,EIRE,442.20000000000005,222,24.666666666666668,27.568097504180447,9,2.2927062540145875e-05,0.9478566063911362,B,1.1176255744938017,Z,BZ
16243B,United Kingdom,441.77,212,35.333333333333336,83.1232017349348,6,2.2904768019810587e-05,0.9479024351108328,B,2.352543445328343,Z,BZ
23389,Australia,441.40000000000003,116,38.666666666666664,53.26662494783515,3,2.2885584362777902e-05,0.9479482166491028,B,1.3775851279612539,Z,BZ
21077,Netherlands,441.13,685,114.16666666666667,139.31606751077447,6,2.287158547791621e-05,0.9479710882345806,B,1.2202867227221121,Z,BZ
22176,Germany,441.00000000000006,156,9.176470588235293,10.199480955651904,17,2.286484527409392e-05,0.9479939530798548,B,1.1114818990133486,Z,BZ
84849B,EIRE,440.64,288,36.0,37.40129867875102,8,2.2846180094278328e-05,0.9480167992599491,B,1.0389249632986395,Z,BZ
16207B,United Kingdom,439.95,264,8.25,22.943127441004933,32,2.2810405166298454e-05,0.9480624226626677,B,2.780985144364234,Z,BZ
90192,United Kingdom,439.76,74,1.5416666666666667,2.6892879175622117,48,2.2800554099173562e-05,0.9480852232167669,B,1.744402973553867,Z,BZ
90154,United Kingdom,439.65,59,8.428571428571429,19.21680811908456,7,2.2794850849785463e-05,0.9481308155108525,B,2.2799602853151173,Z,BZ
23296,Australia,439.36,416,104.0,186.93314312876677,4,2.2779815010489577e-05,0.9481535953258631,B,1.7974340685458343,Z,BZ
90120B,United Kingdom,438.68,104,2.810810810810811,2.951815240358586,37,2.2744558559726803e-05,0.9481990880723231,B,1.050165037435266,Z,BZ
84945,EIRE,438.59999999999997,516,34.4,38.98131420492204,15,2.2740410741990004e-05,0.9482900497152912,B,1.1331777385151758,Z,BZ
22271,Spain,438.0,168,24.0,52.99056519796708,7,2.2709302108964024e-05,0.94833549424337,B,2.2079402165819615,Z,BZ
22739,EIRE,438.0,280,18.666666666666668,28.250579429371676,15,2.2709302108964024e-05,0.9483582035454791,B,1.513423898002054,Z,BZ
23180,United Kingdom,437.94,85,2.236842105263158,2.2473312764893696,38,2.2706191245661427e-05,0.9483809097367247,B,1.0046892765481887,Z,BZ
85099F,France,437.3,240,48.0,84.970583144992,5,2.267300870376705e-05,0.9484262609389044,B,1.7702204821873335,Z,BZ
22672,EIRE,436.79999999999995,288,32.0,60.0,9,2.2647084842912066e-05,0.9484942488563826,B,1.875,Z,BZ
20775,United Kingdom,435.79999999999995,167,1.815217391304348,11.906161806527349,92,2.2595237121202105e-05,0.9485394445153972,B,6.5590831509012935,Z,BZ
72128,United Kingdom,435.44,706,9.289473684210526,20.60020439346735,76,2.257657194138652e-05,0.9486071908224923,B,2.217585742072973,Z,BZ
84859B,United Kingdom,435.40999999999997,283,15.722222222222221,46.409691629272686,18,2.257501650973522e-05,0.948629765839002,B,2.9518531778335984,Z,BZ
22092,United Kingdom,435.32,734,6.9904761904761905,11.058841953296257,105,2.2570350214781324e-05,0.9486523361892168,B,1.5819869279238514,Z,BZ
84809A,United Kingdom,435.0,124,6.888888888888889,36.64758861963481,18,2.2553758943834135e-05,0.9487200036877751,B,5.319811251237311,Z,BZ
84988,Sweden,435.0,300,50.0,56.49778756730214,6,2.2553758943834135e-05,0.948742557446719,B,1.1299557513460428,Z,BZ
21117,United Kingdom,434.58000000000004,274,12.454545454545455,19.242134503732693,22,2.2531982900715952e-05,0.9488327507064513,B,1.5449889017595593,Z,BZ
20757,United Kingdom,434.5,415,6.484375,37.116287524524516,64,2.2527835082979153e-05,0.9488552785415343,B,5.72395759414354,Z,BZ
62096B,United Kingdom,434.49,238,3.4,4.685469366926412,70,2.2527316605762054e-05,0.9488778058581401,B,1.378079225566592,Z,BZ
35911A,United Kingdom,434.39,370,5.138888888888889,6.993569592808258,72,2.2522131833591057e-05,0.9489003279899737,B,1.360910839681607,Z,BZ
82081,United Kingdom,434.35,168,9.333333333333334,9.368281906643979,18,2.252005792472266e-05,0.9489453681058231,B,1.0037444899975692,Z,BZ
85014B,Switzerland,433.95000000000005,81,11.571428571428571,16.37942960806982,7,2.2499318836038676e-05,0.9489678674246591,B,1.415506262425787,Z,BZ
79071B,United Kingdom,433.70000000000005,134,2.126984126984127,3.457073456963384,63,2.2486356905611186e-05,0.9489903537815647,B,1.62534050588577,Z,BZ
22894,Netherlands,433.5,56,18.666666666666668,27.15388247255507,3,2.247598736126919e-05,0.949012829768926,B,1.45467227531545,Z,BZ
21035,France,432.90000000000003,144,7.2,7.345603769387654,20,2.2444878728243213e-05,0.9490802214376046,B,1.0202227457482853,Z,BZ
84510F,United Kingdom,432.75,1069,28.13157894736842,162.0307229880622,38,2.2437101569986717e-05,0.9491026585391746,B,5.759745064121949,Z,BZ
23482,United Kingdom,432.41999999999996,262,11.391304347826088,11.46829277313911,23,2.2419991821822425e-05,0.9491250785309965,B,1.0067585258862577,Z,BZ
22831,EIRE,432.09999999999997,166,33.2,61.945137016556835,5,2.240340055087524e-05,0.9491474819315474,B,1.8658173800167719,Z,BZ
90082B,United Kingdom,431.8,60,2.2222222222222223,3.5118845842842465,27,2.238784623436225e-05,0.9492370644251177,B,1.580348062927911,Z,BZ
21929,Channel Islands,431.4,250,35.714285714285715,43.91550328268399,7,2.2367107145678266e-05,0.94928181523068,B,1.2296340919151518,Z,BZ
84858B,United Kingdom,431.0,312,34.666666666666664,112.74196201947171,9,2.234636805699428e-05,0.949304161598737,B,3.252171981330915,Z,BZ
47503K,United Kingdom,430.99,0,0.0,42.4682888230213,37,2.2345849579777182e-05,0.9493265074483168,B,,Z,BZ
22939,Germany,430.3,94,7.833333333333333,14.559179131039528,12,2.231007465179731e-05,0.9493711612986395,B,1.8586186124731312,Z,BZ
72750C,United Kingdom,429.59999999999997,218,19.818181818181817,26.690141182909397,11,2.227378124660033e-05,0.9494602574605805,B,1.3467502431743275,Z,BZ
84968F,Germany,428.54999999999995,37,4.625,7.963084470587655,8,2.221934113880487e-05,0.9494824768017193,B,1.7217479936405742,Z,BZ
16161M,United Kingdom,428.5,698,18.36842105263158,62.511154054483164,38,2.221674875271937e-05,0.949504693550472,B,3.4031860373500864,Z,BZ
23018,United Kingdom,428.36,35,2.3333333333333335,2.7167908239230307,15,2.2209490071679978e-05,0.9496601708689951,B,1.1643389245384417,Z,BZ
84966B,United Kingdom,428.0,22,4.4,10.807404868885037,5,2.219082489186439e-05,0.9497045649622321,B,2.4562283792920536,Z,BZ
84801A,United Kingdom,427.44000000000005,122,7.176470588235294,41.26323317148943,17,2.2161790167706812e-05,0.9497488916534308,B,5.74979478619115,Z,BZ
21536,United Kingdom,426.44,175,3.5714285714285716,5.7008771254956905,49,2.2109942445996848e-05,0.9498152805871716,B,1.5962455951387933,Z,BZ
22962,Germany,425.56,508,16.387096774193548,19.31092509324681,31,2.206431645089208e-05,0.9498594377363203,B,1.1784225942729352,Z,BZ
23597,United Kingdom,424.92,152,8.444444444444445,13.673599389386759,18,2.2031133908997704e-05,0.9499035300758168,B,1.6192420329536952,Z,BZ
21232,France,424.91,372,18.6,24.547269115985824,20,2.2030615431780605e-05,0.9499255606912487,B,1.319745651397087,Z,BZ
84378,France,424.3,326,18.11111111111111,25.374579425987566,18,2.1998988321537526e-05,0.9499915586931678,B,1.4010503977539146,Z,BZ
16169P,United Kingdom,424.0,1389,33.8780487804878,77.1466768960113,41,2.1983434005024535e-05,0.9500135421271728,B,2.2771877269520977,Z,BZ
20717,Netherlands,424.0,400,100.0,0.0,4,2.1983434005024535e-05,0.9500355255611779,C,0.0,X,CX
22554,Belgium,422.40000000000003,256,11.636363636363637,5.076045091036305,22,2.1900477650288595e-05,0.9501670331594774,C,0.43622262501093245,X,CX
21673,Germany,421.7,322,11.925925925925926,3.6154149237985216,27,2.186418424509162e-05,0.9502545194496591,C,0.30315590975950335,X,CX
21122,EIRE,420.0,336,25.846153846153847,6.65640235470275,13,2.177604311818468e-05,0.9503854634632237,C,0.25753937681885636,X,CX
85090,United Kingdom,419.78000000000003,-32,-0.7619047619047619,17.062023903922583,42,2.1764636619408493e-05,0.950450767224149,C,-22.393906373898393,X,CX
21929,Germany,418.6,210,11.052631578947368,3.1530176764230577,19,2.1703456307790736e-05,0.9505811855018155,C,0.2852730278668481,X,CX
22331,Sweden,417.6,288,288.0,0.0,1,2.165160858608077e-05,0.9506678800772866,C,0.0,X,CX
22969,Netherlands,417.6,288,288.0,0.0,1,2.165160858608077e-05,0.9506895316858727,C,0.0,X,CX
21211,Sweden,417.59999999999997,288,144.0,67.88225099390856,2,2.1651608586080768e-05,0.9507544865116307,C,0.4714045207910316,X,CX
22136,Netherlands,417.59999999999997,288,96.0,0.0,3,2.1651608586080768e-05,0.9507761381202168,C,0.0,X,CX
84968E,Switzerland,415.79999999999995,36,18.0,8.48528137423857,2,2.1558282687002834e-05,0.951013638016008,C,0.4714045207910316,X,CX
21218,Spain,415.5,114,14.25,6.363961030678928,8,2.1542728370489846e-05,0.9510782667195967,C,0.4465937565388721,X,CX
23254,Germany,415.00000000000006,100,4.545454545454546,1.4050003466284178,22,2.1516804509634867e-05,0.9511428280211472,C,0.30910007625825187,X,CX
23256,Germany,415.00000000000006,100,4.761904761904762,1.6094956323259133,21,2.1516804509634867e-05,0.9511643448256569,C,0.3379940827884418,X,CX
21976,France,409.75,745,24.833333333333332,7.566183082425485,30,2.1244603970657556e-05,0.9518482121271938,C,0.3046785133862611,X,CX
23548,United Kingdom,409.5,975,30.46875,10.500336016128863,32,2.1231642040230064e-05,0.9519119070533146,C,0.34462641283704987,X,CX
22720,Channel Islands,408.0,96,96.0,0.0,1,2.115387045766512e-05,0.9520601707983163,C,0.0,X,CX
22740,Germany,408.0,480,48.0,0.0,10,2.115387045766512e-05,0.9521024785392316,C,0.0,X,CX
22324,EIRE,408.0,96,96.0,0.0,1,2.115387045766512e-05,0.9521447862801469,C,0.0,X,CX
85123A,Greece,408.0,160,53.333333333333336,18.475208614068027,3,2.115387045766512e-05,0.9522082478915198,C,0.3464101615137755,X,CX
22038,United Kingdom,407.5,975,25.657894736842106,4.055535528269063,38,2.112794659681014e-05,0.9523139555450193,C,0.158061897512025,X,CX
21380,EIRE,407.1000000000001,138,8.117647058823529,3.638034375544995,17,2.1107207508126157e-05,0.9523350627525274,C,0.4481636549584414,X,CX
22253,Netherlands,407.04,384,192.0,0.0,2,2.1104096644823556e-05,0.9523561668491722,C,0.0,X,CX
22444,Netherlands,407.04,384,384.0,0.0,1,2.1104096644823556e-05,0.952377270945817,C,0.0,X,CX
20731,Denmark,405.0,2700,2700.0,0.0,1,2.0998327292535228e-05,0.952545515247334,C,0.0,X,CX
22113,Netherlands,405.0,108,54.0,25.45584412271571,2,2.0998327292535228e-05,0.9525665135746265,C,0.4714045207910317,X,CX
22588,Netherlands,403.2,192,96.0,0.0,2,2.0905001393457294e-05,0.9527131871500036,C,0.0,X,CX
21977,France,403.15,733,29.32,12.905812643921344,25,2.0902409007371795e-05,0.952734089559011,C,0.440170963298818,X,CX
45016,United Kingdom,401.23,-71,-2.84,28.68315417337035,25,2.080286138168867e-05,0.9529217332040831,C,-10.099702173721955,X,CX
21564,Netherlands,400.8,240,80.0,34.64101615137755,3,2.0780566861353384e-05,0.9530048917649339,C,0.43301270189221935,X,CX
22847,Belgium,400.7,26,3.25,1.164964745021435,8,2.0775382089182386e-05,0.9530464477138845,C,0.3584506907758262,X,CX
23275,Netherlands,399.36,384,192.0,0.0,2,2.0705906142091035e-05,0.9532329766329399,C,0.0,X,CX
21509,Netherlands,398.58000000000004,1093,68.3125,18.197870754569063,16,2.0665464919157266e-05,0.9533570990417591,C,0.2663915206524291,X,CX
23388,Germany,398.40000000000003,96,5.333333333333333,2.3763541031440187,18,2.065613232924947e-05,0.9533777551740884,C,0.4455663943395035,X,CX
84988,Japan,396.6,300,75.0,24.73863375370596,4,2.0562806430171536e-05,0.9535838078712309,C,0.3298484500494128,X,CX
22560,France,396.39,339,28.25,13.322059627823048,12,2.0551918408612442e-05,0.9536249174112975,C,0.471577331958338,X,CX
22822,Netherlands,396.0,80,80.0,0.0,1,2.0531697797145556e-05,0.9536865420578903,C,0.0,X,CX
C2,France,396.0,5,1.6666666666666667,0.5773502691896257,3,2.0531697797145556e-05,0.9537070737556874,C,0.3464101615137754,X,CX
20726,Belgium,396.0,240,10.909090909090908,2.9424494316824985,22,2.0531697797145556e-05,0.9537276054534846,C,0.2697245312375624,X,CX
22148,Sweden,396.0,240,240.0,0.0,1,2.0531697797145556e-05,0.9537481371512817,C,0.0,X,CX
23110,Netherlands,396.0,80,20.0,8.0,4,2.0531697797145556e-05,0.9537686688490788,C,0.4,X,CX
20725,Belgium,396.0,240,11.428571428571429,4.780914437337574,21,2.0531697797145556e-05,0.953789200546876,C,0.4183300132670377,X,CX
22485,Netherlands,394.2,36,36.0,0.0,1,2.0438371898067622e-05,0.9539326507493944,C,0.0,X,CX
22898,Germany,393.9,202,8.416666666666666,2.6361478263403293,24,2.0422817581554634e-05,0.9539939295716833,C,0.3132056823374649,X,CX
21242,France,392.08,232,9.666666666666666,4.071819021632412,24,2.03284547280425e-05,0.9541975677204256,C,0.42122265741024956,X,CX
21578,France,391.5,174,6.0,2.0873770280289223,29,2.029838304945072e-05,0.9542787980645058,C,0.3478961713381537,X,CX
21124,EIRE,390.0,312,26.0,6.928203230275509,12,2.0220611466885778e-05,0.954420471445601,C,0.2664693550105965,X,CX
21123,France,390.0,312,31.2,11.59310139695155,10,2.0220611466885778e-05,0.9544406920570679,C,0.37157376272280607,X,CX
72225C,United Kingdom,389.82,-173,-4.942857142857143,297.54247772447576,35,2.021127887697798e-05,0.9544811187626396,C,-60.1964550309633,X,CX
21931,France,389.74,193,10.157894736842104,2.872535811492016,19,2.0207131059241186e-05,0.9545215356171441,C,0.28278849957693425,X,CX
21670,Germany,389.4,300,12.5,2.449489742783178,24,2.01895028338598e-05,0.9545821041256458,C,0.19595917942265423,X,CX
