stock_code,market_id,observed_days,avg_daily_demand,demand_std,avg_forecast_sales,forecast_error,forecast_bias,stockout_risk_rate,overstock_risk_rate,stockout_risk_flag,overstock_risk_flag,negative_actual_sales_count,lead_time_days,z_score,available_stock_assumption,suggested_safety_stock,suggested_reorder_point,source
48185,Germany,3,4.666666666666667,1.1547005383792517,5.16199912560091,0.22746204507986206,0.10614266977162348,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,5.16199912560091,5.040833264451424,37.70749993111809,model
23583,France,3,13.333333333333334,5.773502691896257,11.83349157028917,0.2077106855633255,-0.11248813222831226,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,11.83349157028917,25.20416632225712,118.53749965559047,model
23245,France,6,4.0,0.0,4.548204357788737,0.20640366103535032,0.13705108944718433,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,4.548204357788737,0.0,28.0,model
21882,United Kingdom,3,8.666666666666666,6.658328118479393,10.129307119575031,0.19664511963774928,0.1687662061048113,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,10.129307119575031,29.06686257579239,89.73352924245906,model
22111,Germany,3,4.0,1.7320508075688772,3.76201208093345,0.19020856266610567,-0.05949697976663756,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,3.76201208093345,7.561249896677135,35.56124989667713,model
22722,Germany,3,10.666666666666666,11.547005383792516,10.044093982397854,0.18022366111836863,-0.05836618915020109,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,10.044093982397854,50.408332644514246,125.0749993111809,model
22467,France,3,18.0,15.874507866387544,20.272935148474,0.1629456117401802,0.12627417491522214,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,20.272935148474,69.30000000000001,195.3,model
22628,France,3,4.0,0.0,4.0975740403576,0.14709835275594949,0.024393510089399977,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,4.0975740403576,0.0,28.0,model
22629,Belgium,3,12.0,0.0,12.735886205436167,0.12801617490101855,0.061323850453013834,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,12.735886205436167,0.0,84.0,model
22993,EIRE,3,32.0,34.64101615137755,35.852572421209175,0.12475296899255399,0.12039288816278675,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,35.852572421209175,151.2249979335427,375.2249979335427,model
23168,EIRE,3,12.0,0.0,11.70826008939501,0.11807964400213791,-0.024311659217082622,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,11.70826008939501,0.0,84.0,model
22367,France,6,8.0,0.0,8.507361689749434,0.09613645505578887,0.06342021121867913,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,8.507361689749434,0.0,56.0,model
23170,EIRE,3,12.0,0.0,12.511165337574175,0.07793980361507025,0.04259711146451443,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,12.511165337574175,0.0,84.0,model
23202,France,3,10.0,0.0,9.824727735766572,0.06397001132264814,-0.017527226423342708,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,9.824727735766572,0.0,70.0,model
47591D,France,3,8.0,0.0,8.195001684979086,0.05732315655836188,0.024375210622385828,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,8.195001684979086,0.0,56.0,model
21889,France,3,12.0,0.0,12.079699603628898,0.016850895530244783,0.006641633635741477,0.3333333333333333,0.6666666666666666,True,True,0,7,1.65,12.079699603628898,0.0,84.0,model
21110,United Kingdom,6,9.166666666666666,15.091940453986249,3.4375063203460616,1.0048407889603959,-0.6249993105077023,0.3333333333333333,0.5,True,True,1,7,1.65,3.4375063203460616,65.8837100503607,130.05037671702735,model
22268,United Kingdom,3,32.666666666666664,54.85739087245522,18.824857410497657,1.0151188615469502,-0.42372885478068395,0.3333333333333333,0.3333333333333333,True,True,1,7,1.65,18.824857410497657,239.47937280692884,468.14603947359547,model
71038,United Kingdom,3,5.666666666666667,8.9628864398325,2.5927488441789173,0.9559238026197263,-0.5424560863213675,0.3333333333333333,0.3333333333333333,True,True,1,7,1.65,2.5927488441789173,39.1273881060313,78.79405477269796,model
72225C,United Kingdom,3,16.0,13.856406460551018,24.76908387303912,0.6761115607779771,0.5480677420649447,0.3333333333333333,0.3333333333333333,True,True,1,7,1.65,24.76908387303912,60.48999917341708,172.4899991734171,model
22422,United Kingdom,28,26.285714285714285,40.4720819576831,26.054306673768536,0.8887808637838429,-0.008803550454457701,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,26.054306673768536,176.68045543673847,360.6804554367385,model
23264,United Kingdom,28,21.535714285714285,16.540594603618995,31.719572926002627,0.8510403265822407,0.47288232492217835,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,31.719572926002627,72.2077947662162,222.95779476621618,model
21175,United Kingdom,28,45.785714285714285,58.73755637665333,42.29074708277482,0.8497866363540628,-0.0763331370376793,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,42.29074708277482,256.41819520723044,576.9181952072304,model
22551,United Kingdom,28,25.142857142857142,29.246986911239993,25.951570571629677,0.8308211615587902,0.03216473864436225,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,25.951570571629677,127.67741904241852,303.67741904241853,model
22065,United Kingdom,28,63.25,69.56192285375032,75.26011145829864,0.8201243031964323,0.18988318511144095,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,75.26011145829864,303.6718551742983,746.4218551742983,model
23203,United Kingdom,28,126.5,171.13726351371568,111.98496540444002,0.7967082500005921,-0.11474335648664011,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,111.98496540444002,747.0979548671422,1632.597954867142,model
23298,United Kingdom,28,30.071428571428573,60.55235174282914,20.861823214647536,0.7321002208954294,-0.3062576603205095,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,20.861823214647536,264.3406656191968,474.8406656191968,model
47566,United Kingdom,28,29.607142857142858,58.7948972878595,20.632348083234763,0.7199323094440104,-0.3031293771645677,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,20.632348083234763,256.66851636238266,463.91851636238266,model
21212,United Kingdom,28,54.892857142857146,47.368014904351185,70.1678872750648,0.7134823409615401,0.2782699048157544,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,70.1678872750648,206.78457943392846,591.0345794339285,model
85099B,United Kingdom,28,200.75,239.74795793360437,171.34732232527236,0.7094748175219218,-0.14646414781931583,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,171.34732232527236,1046.617232146022,2451.8672321460217,model
21169,United Kingdom,28,19.535714285714285,20.05082826931881,22.22987814100367,0.6624570665852028,0.13790966718117528,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,22.22987814100367,87.53168354944398,224.28168354944398,model
84879,United Kingdom,28,192.85714285714286,247.97426901845702,180.25960852163982,0.627601827821788,-0.06532054840631212,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,180.25960852163982,1082.529108153679,2432.529108153679,model
22940,United Kingdom,28,10.857142857142858,8.492760689374458,13.186700605509605,0.6203426633083581,0.21456452945483231,0.32142857142857145,0.6785714285714286,True,True,1,7,1.65,13.186700605509605,37.07505900197598,113.07505900197597,model
23367,United Kingdom,28,47.535714285714285,34.99151446645436,58.93051529475918,0.6169720699929067,0.23971031423986244,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,58.93051529475918,152.7550947049994,485.5050947049994,model
20972,United Kingdom,28,34.607142857142854,25.201909518650435,40.1182809735708,0.6073373256044822,0.1592485730237177,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,40.1182809735708,110.01867549799594,352.2686754979959,model
23295,United Kingdom,28,19.928571428571427,13.946799902243795,22.575119536458477,0.5862104584106905,0.13280169716995918,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,22.575119536458477,60.884610808753095,200.3846108087531,model
22383,United Kingdom,28,28.142857142857142,16.155985671443048,36.31609691209252,0.5231087807206354,0.29041968723171396,0.32142857142857145,0.6785714285714286,True,True,0,7,1.65,36.31609691209252,70.52878844840596,267.528788448406,model
23506,United Kingdom,25,17.84,12.411956601062808,36.87184428086397,1.3843900118264802,1.0668074148466349,0.32,0.68,True,True,0,7,1.65,36.87184428086397,54.18426824272889,179.06426824272887,model
21991,United Kingdom,25,6.2,5.338539126015656,10.30208639810903,1.1008273803594029,0.661626838404682,0.32,0.68,True,True,0,7,1.65,10.30208639810903,23.30533737151213,66.70533737151213,model
21908,United Kingdom,25,11.92,17.4114904588895,15.451818092596021,0.9421085436283206,0.29629346414396135,0.32,0.68,True,True,0,7,1.65,15.451818092596021,76.00968162017259,159.44968162017258,model
21813,United Kingdom,25,8.36,6.619919435562138,11.185404717605087,0.9252545117341062,0.337967071483862,0.32,0.68,True,True,1,7,1.65,11.185404717605087,28.89918986753781,87.41918986753781,model
21559,United Kingdom,25,6.08,5.70029239016152,7.097144241405635,0.9185223640375841,0.16729346075750598,0.32,0.68,True,True,0,7,1.65,7.097144241405635,24.884567506790226,67.44456750679024,model
20992,United Kingdom,25,44.6,50.37360419902472,39.72790794610459,0.8646362551988581,-0.1092397321501213,0.32,0.68,True,True,0,7,1.65,39.72790794610459,219.9054484318204,532.1054484318204,model
22988,United Kingdom,25,45.0,71.40028011149536,33.97843906803507,0.8330288986946716,-0.2449235762658873,0.32,0.68,True,True,0,7,1.65,33.97843906803507,311.69718478035696,626.697184780357,model
22776,United Kingdom,25,2.76,2.1656407827707715,4.404267110209401,0.78711506665801,0.5957489529744204,0.32,0.68,True,True,1,7,1.65,4.404267110209401,9.45408245151268,28.77408245151268,model
82583,United Kingdom,25,39.96,54.15293159192768,32.43911185628577,0.684139774812313,-0.1882104140068626,0.32,0.68,True,True,0,7,1.65,32.43911185628577,236.40406309960068,516.1240630996007,model
22738,United Kingdom,25,18.32,16.022692241526286,22.591198349982175,0.6379362226302032,0.2331440147370182,0.32,0.68,True,True,0,7,1.65,22.591198349982175,69.94689735792431,198.18689735792432,model
84947,United Kingdom,25,59.56,78.82209927002283,54.26945633043677,0.6136886336032971,-0.08882712675559491,0.32,0.68,True,True,0,7,1.65,54.26945633043677,344.09705959946825,761.0170595994682,model
23169,United Kingdom,25,8.56,9.156418513807678,11.217914877774142,0.9248222749065552,0.31050407450632506,0.32,0.64,True,True,3,7,1.65,11.217914877774142,39.97225037447854,99.89225037447855,model
23090,United Kingdom,25,30.52,40.456890636824774,29.849420361221018,0.6661143181205638,-0.021971809920674275,0.32,0.64,True,True,1,7,1.65,29.849420361221018,176.61413788256024,390.25413788256026,model
22565,United Kingdom,22,7.318181818181818,7.91253594672562,14.99022471751615,1.4747120713574007,1.0483536881077962,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,14.99022471751615,34.54209388557676,85.7693666128495,model
23565,United Kingdom,22,7.2272727272727275,10.64998018411668,9.924188318454966,0.9437595497678879,0.373158132113266,0.3181818181818182,0.6818181818181818,True,True,1,7,1.65,9.924188318454966,46.492378407648715,97.08328749855781,model
22210,United Kingdom,22,9.363636363636363,13.847968579045585,8.511145917366546,0.9421450400015384,-0.09104266901910656,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,8.511145917366546,60.45316368892533,125.99861823437988,model
84970L,United Kingdom,22,17.727272727272727,18.187336824813595,19.97822788734088,0.9300115669745284,0.1269769577474342,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,19.97822788734088,79.3966309108894,203.4875400017985,model
21174,United Kingdom,22,35.40909090909091,55.943559219822774,17.338242766429435,0.9006717421901743,-0.5103448769429427,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,17.338242766429435,244.22102949991836,492.08466586355473,model
22306,United Kingdom,22,15.772727272727273,11.438996868198249,23.54860897400015,0.8941037075272271,0.49299538163689727,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,23.54860897400015,49.936822586143784,160.3459134952347,model
23505,United Kingdom,22,17.727272727272727,26.82248846482905,18.54925767628644,0.8484047893484278,0.04636838173923515,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,18.54925767628644,117.09329613602992,241.184205226939,model
15036,United Kingdom,22,27.5,32.441522482034976,31.52922376978145,0.830089001562646,0.14651722799205277,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,31.52922376978145,141.62313105562947,334.12313105562947,model
23566,United Kingdom,22,17.681818181818183,32.0852827315791,17.288088062222627,0.7729072331854558,-0.0222675131904938,0.3181818181818182,0.6818181818181818,True,True,1,7,1.65,17.288088062222627,140.06797010737324,263.84069738010055,model
22169,United Kingdom,22,7.090909090909091,9.211323729436765,6.810396271723608,0.6436768514646715,-0.03955950014154238,0.3181818181818182,0.6818181818181818,True,True,1,7,1.65,6.810396271723608,40.2119385257662,89.84830216212984,model
22534,United Kingdom,22,21.0,15.346784989821469,24.46699869254707,0.6041083891635787,0.16509517583557487,0.3181818181818182,0.6818181818181818,True,True,0,7,1.65,24.46699869254707,66.99623123728678,213.9962312372868,model
85231B,United Kingdom,19,6.684210526315789,7.557576269170394,13.394519585817795,1.225894182207681,1.0039045049648672,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,13.394519585817795,32.992521082336545,79.78199476654707,model
22165,United Kingdom,19,11.473684210526315,33.84337851051293,7.341424478748238,1.0189896925919708,-0.3601510775402913,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,7.341424478748238,147.74291905732386,228.05870853100805,model
21121,United Kingdom,19,13.105263157894736,16.051634519893415,10.36371146351417,0.9202649258099319,-0.20919470760333653,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,10.36371146351417,70.0732445749671,161.81008668023026,model
22810,United Kingdom,19,13.0,16.336734339790464,13.389547237253229,0.8626636611504422,0.029965172096402152,0.3157894736842105,0.6842105263157895,True,True,1,7,1.65,13.389547237253229,71.31784489172398,162.31784489172398,model
71053,United Kingdom,19,6.7368421052631575,9.80273264204742,5.850215859440362,0.8258691196224623,-0.1316085833643213,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,5.850215859440362,42.793728020525826,89.95162275736793,model
22358,United Kingdom,19,3.0526315789473686,2.6135051858997995,4.41950358502455,0.8136826983735124,0.44776841578390486,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,4.41950358502455,11.409229873913027,32.77765092654461,model
20711,United Kingdom,19,18.526315789473685,32.96861878455638,10.547766494284515,0.7826488556689799,-0.43066033127441544,0.3157894736842105,0.6842105263157895,True,True,2,7,1.65,10.547766494284515,143.92416451582739,273.60837504214317,model
22622,United Kingdom,19,9.31578947368421,14.130552523517368,8.12701889188178,0.7144441520684811,-0.12760814154941336,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,8.12701889188178,61.68678097751918,126.89730729330866,model
48184,United Kingdom,19,8.0,11.205157542647742,6.956909355806175,0.7000379767362298,-0.13038633052422832,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,6.956909355806175,48.91599942759015,104.91599942759015,model
23405,United Kingdom,19,4.473684210526316,3.4539578111788667,5.950944203802619,0.6801765853992138,0.3302110573205856,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,5.950944203802619,15.078217122025645,46.394006595709854,model
23238,United Kingdom,19,11.0,16.609903337734657,8.304749295675846,0.663347164295789,-0.24502279130219592,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,8.304749295675846,72.51036132857152,149.51036132857152,model
22080,United Kingdom,19,7.631578947368421,4.681055511501053,10.634200463072272,0.6230917437724036,0.3934469572301597,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,10.634200463072272,20.435099448588062,73.856152080167,model
21463,United Kingdom,19,6.578947368421052,11.4519080868827,6.070372816838081,0.5904023795193994,-0.0773033318406117,0.3157894736842105,0.6842105263157895,True,True,0,7,1.65,6.070372816838081,49.9931863778508,96.04581795679816,model
22337,United Kingdom,16,12.5,8.477420991472977,26.327255279451208,1.4102027802247639,1.1061804223560967,0.3125,0.6875,True,True,0,7,1.65,26.327255279451208,37.00809370934958,124.50809370934958,model
21094,United Kingdom,16,12.25,9.71253485622231,21.36022914478947,1.1972361410610743,0.7436921750848549,0.3125,0.6875,True,True,0,7,1.65,21.36022914478947,42.39997051885768,128.14997051885769,model
23348,United Kingdom,16,7.5,8.278486174013539,12.66643745146022,1.1668300674835357,0.6888583268613628,0.3125,0.6875,True,True,3,7,1.65,12.66643745146022,36.139645820068566,88.63964582006857,model
23568,United Kingdom,16,20.0625,36.45722379264042,14.498825398012606,0.9274615006184274,-0.2773171141177516,0.3125,0.6875,True,True,1,7,1.65,14.498825398012606,159.1536336178034,299.5911336178034,model
72351B,United Kingdom,16,5.75,5.272570530585627,8.024511526123511,0.891044375861195,0.3955672219345238,0.3125,0.6875,True,True,0,7,1.65,8.024511526123511,23.017352150062788,63.26735215006279,model
23660,United Kingdom,16,10.375,10.77574436717328,12.833293017784008,0.8760278203481949,0.23694390532857904,0.3125,0.6875,True,True,1,7,1.65,12.833293017784008,47.04140064879021,119.66640064879022,model
21640,United Kingdom,16,6.9375,7.549558485986669,9.166493509083738,0.8556679520240795,0.3212963616697281,0.3125,0.6875,True,True,0,7,1.65,9.166493509083738,32.957519532725755,81.52001953272575,model
21242,United Kingdom,16,11.25,23.330952259462823,9.782702304962573,0.8395878864400105,-0.13042646178110454,0.3125,0.6875,True,True,1,7,1.65,9.782702304962573,101.85103092261757,180.60103092261755,model
23402,United Kingdom,16,3.375,3.9136513215495663,4.516398417860189,0.7417952499836754,0.33819212381042624,0.3125,0.6875,True,True,0,7,1.65,4.516398417860189,17.085004389815065,40.71000438981507,model
22744,United Kingdom,16,17.9375,36.433443885163165,13.168515842375298,0.7340316638812547,-0.26586671262019246,0.3125,0.6875,True,True,0,7,1.65,13.168515842375298,159.04982267751825,284.61232267751825,model
20674,United Kingdom,16,5.375,3.7394295465128544,7.805770390154873,0.7085736616240234,0.45223635165672077,0.3125,0.6875,True,True,0,7,1.65,7.805770390154873,16.324441031778086,53.949441031778086,model
22309,United Kingdom,16,3.3125,2.24258035902098,5.136496027039785,0.6915460812132105,0.5506403100497462,0.3125,0.6875,True,True,0,7,1.65,5.136496027039785,9.789961376328305,32.97746137632831,model
21730,United Kingdom,16,4.625,4.333974311568232,5.74792187095407,0.6870552316173822,0.242793918044123,0.3125,0.6875,True,True,0,7,1.65,5.74792187095407,18.919920057970646,51.29492005797064,model
23428,United Kingdom,16,4.3125,3.3807050546693165,5.349667062358154,0.5829319327093998,0.24050250721348512,0.3125,0.6875,True,True,1,7,1.65,5.349667062358154,14.758432970678154,44.94593297067816,model
21495,United Kingdom,16,59.375,63.81940666181931,66.04060221403148,0.40611738301678457,0.11226277413105654,0.3125,0.6875,True,True,0,7,1.65,66.04060221403148,278.6029600973399,694.22796009734,model
23010,United Kingdom,13,2.1538461538461537,1.908147174886057,4.920525429550083,1.6980808286811213,1.2845296637196812,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,4.920525429550083,8.329996767937317,23.406919844860393,model
22599,United Kingdom,26,30.846153846153847,34.26332419096817,46.17243600767185,1.230098368674926,0.4968620152113068,0.3076923076923077,0.6923076923076923,True,True,1,7,1.65,46.17243600767185,149.57618758448046,365.4992645075574,model
84951B,United Kingdom,13,7.0,10.107752800037536,12.823679936228691,1.1190473515780293,0.8319542766040988,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,12.823679936228691,44.125290367316566,93.12529036731657,model
90198A,United Kingdom,13,2.3076923076923075,2.4961508830135313,4.044296814419273,1.1181061277653286,0.7525286195816847,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,4.044296814419273,10.896920877724343,27.050767031570494,model
22545,United Kingdom,13,16.384615384615383,27.83744020061968,17.999575668479654,1.0657248689774101,0.09856565112786629,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,17.999575668479654,121.52405744732825,236.2163651396359,model
21219,United Kingdom,13,4.0,4.358898943540674,6.667814029402098,1.0284564637306306,0.6669535073505243,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,6.667814029402098,19.028728281206817,47.02872828120682,model
85040A,United Kingdom,13,6.0,5.291502622129181,8.732417077231135,0.8796014057288978,0.4554028462051893,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,8.732417077231135,23.1,65.1,model
22174,United Kingdom,26,17.115384615384617,18.6103775847282,17.095816466002738,0.8295424316555207,-0.0011433076043344493,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,17.095816466002738,81.24341097543282,201.05110328312514,model
84032B,United Kingdom,26,17.653846153846153,39.196879781627835,15.02565951516825,0.822410193226723,-0.14887331722358493,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,15.02565951516825,171.11357351860693,294.69049659553,model
47591D,United Kingdom,26,23.26923076923077,29.697889072872083,19.885318015228712,0.7668425449659381,-0.14542434975876603,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,19.885318015228712,129.64582776816346,292.53044315277884,model
22620,United Kingdom,26,21.384615384615383,12.65567674390247,32.5631321700042,0.7645167340341504,0.5227363964390453,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,32.5631321700042,55.24822600702286,204.94053369933053,model
22834,United Kingdom,26,8.038461538461538,8.576622968188676,9.999307349999604,0.7488002623819261,0.24393297177028592,0.3076923076923077,0.6923076923076923,True,True,1,7,1.65,9.999307349999604,37.44115891327659,93.71038968250735,model
22558,United Kingdom,26,22.26923076923077,35.89268191964228,19.969113140486943,0.7210437174084612,-0.10328680198158818,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,19.969113140486943,156.6891319067545,312.5737472913699,model
23247,United Kingdom,26,14.692307692307692,10.532878925609012,19.700640742058106,0.7011268422540318,0.340881307051075,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,19.700640742058106,45.981174074079156,148.827327920233,model
23213,United Kingdom,26,14.538461538461538,15.65178780646037,21.647918925191675,0.680794496087294,0.4890102964417552,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,21.647918925191675,68.32771788058803,170.09694864981878,model
23068,United Kingdom,13,6.846153846153846,5.9839528998557725,6.719108881891099,0.6719295920763032,-0.01855712961141241,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,6.719108881891099,26.12288452973458,74.0459614528115,model
22751,United Kingdom,26,5.923076923076923,5.168543910410954,7.236062949199749,0.6713533427065068,0.22167296544930826,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,7.236062949199749,22.563225014986735,64.02476347652521,model
84032A,United Kingdom,26,10.807692307692308,12.270352010498252,12.462402836219752,0.6522835511094126,0.15310488876054634,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,12.462402836219752,53.566094866349644,129.2199410201958,model
22464,United Kingdom,26,29.53846153846154,48.36381355454159,21.034072853881394,0.6272605961288747,-0.2879089919258902,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,21.034072853881394,211.13172814801953,417.9009589172503,model
21262,United Kingdom,13,5.0,3.0550504633038935,6.76116730151287,0.6268962993981964,0.3522334603025741,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,6.76116730151287,13.336791218280355,48.336791218280354,model
85173,United Kingdom,13,4.538461538461538,5.606772461576931,6.399739598516547,0.6029180166307989,0.4101121149273745,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,6.399739598516547,24.47630722524571,56.24553799447648,model
23040,United Kingdom,13,3.076923076923077,1.8912755158683456,3.8423657375044464,0.5463955017346291,0.248768864688945,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,3.8423657375044464,8.256343714893509,29.79480525335505,model
23456,United Kingdom,13,4.230769230769231,2.773500981126146,5.681319160596571,0.5284348533441853,0.3428572561410076,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,5.681319160596571,12.107689864138157,41.72307447952277,model
22485,United Kingdom,13,6.0,4.725815626252608,6.870292557748594,0.4965400122260373,0.14504875962476566,0.3076923076923077,0.6923076923076923,True,True,0,7,1.65,6.870292557748594,20.630499266862156,62.63049926686216,model
17012C,United Kingdom,13,6.6923076923076925,8.179085272659522,6.451927681153169,0.9869472882165959,-0.035918852241480746,0.3076923076923077,0.6153846153846154,True,True,1,7,1.65,6.451927681153169,35.70571221268922,82.55186605884307,model
21615,United Kingdom,23,15.08695652173913,26.630319431870852,16.180359639291645,1.0323413058334248,0.07247340548618948,0.30434782608695654,0.6956521739130435,True,True,1,7,1.65,16.180359639291645,116.25438420905289,221.86307986122682,model
23274,United Kingdom,23,9.652173913043478,11.404180635555518,13.93414096989126,0.9101658083279802,0.4436272176013468,0.30434782608695654,0.6956521739130435,True,True,0,7,1.65,13.93414096989126,49.7848326824284,117.35005007373275,model
21165,United Kingdom,23,11.826086956521738,19.035020772520234,9.628238161876107,0.8719719987107122,-0.18584750837077033,0.30434782608695654,0.6956521739130435,True,True,0,7,1.65,9.628238161876107,83.09718642231125,165.87979511796343,model
23166,United Kingdom,23,31.608695652173914,59.213588067754415,21.605489740333862,0.8131977378505292,-0.31647006323565496,0.30434782608695654,0.6956521739130435,True,True,0,7,1.65,21.605489740333862,258.4963066341147,479.7571761993321,model
23165,United Kingdom,23,17.652173913043477,24.614498121768833,15.162265452577396,0.7346047772249753,-0.14105392756334958,0.30434782608695654,0.6956521739130435,True,True,1,7,1.65,15.162265452577396,107.4543371168302,231.01955450813455,model
22815,United Kingdom,23,13.652173913043478,10.96112426073569,14.035145180149517,0.7050175665971724,0.028052035488658814,0.30434782608695654,0.6956521739130435,True,True,0,7,1.65,14.035145180149517,47.85067465791252,143.41589204921686,model
22424,United Kingdom,23,3.4347826086956523,3.4222014041538946,4.4581865222090125,0.6841982256007624,0.29795303811148466,0.30434782608695654,0.6956521739130435,True,True,1,7,1.65,4.4581865222090125,14.939584855415962,38.98306311628553,model
23144,United Kingdom,23,31.956521739130434,46.305780378292816,38.12821895370552,0.63464589330196,0.1931279400479279,0.30434782608695654,0.6956521739130435,True,True,1,7,1.65,38.12821895370552,202.14740559046638,425.8430577643794,model
22082,United Kingdom,23,17.91304347826087,13.402554178141706,18.86225348715258,0.461996671570758,0.052989879137158524,0.30434782608695654,0.6956521739130435,True,True,0,7,1.65,18.86225348715258,58.50871172591383,183.90001607373992,model
16219,United Kingdom,20,14.1,19.702791680368545,89.0617732422158,5.6765202356662465,5.3164378185968655,0.3,0.7,True,True,1,7,1.65,89.0617732422158,86.01233341794651,184.71233341794652,model
23249,United Kingdom,10,6.5,7.677528537520681,14.765294577218928,1.9043488734683671,1.2715837811106039,0.3,0.7,True,True,1,7,1.65,14.765294577218928,33.5161714699039,79.0161714699039,model
21707,United Kingdom,10,2.2,1.5491933384829668,4.975718634978366,1.5207238389648687,1.2616902886265304,0.3,0.7,True,True,0,7,1.65,4.975718634978366,6.762987505533335,22.162987505533337,model
22643,United Kingdom,10,8.1,10.407796223131111,16.141212878153624,1.2986903466046797,0.9927423306362498,0.3,0.7,True,True,0,7,1.65,16.141212878153624,45.43512682935968,102.13512682935968,model
22532,United Kingdom,10,10.2,10.485969461883606,17.73725496045024,1.175525511941088,0.738946564750024,0.3,0.7,True,True,0,7,1.65,17.73725496045024,45.776391295076984,117.17639129507697,model
23225,United Kingdom,20,22.55,35.93923966041047,21.869569645757345,1.117090076873797,-0.030174295088365843,0.3,0.7,True,True,2,7,1.65,21.869569645757345,156.89237924282264,314.7423792428226,model
84876B,United Kingdom,10,10.7,20.645419185217172,5.4810128123690305,1.0723107331918236,-0.487755811928128,0.3,0.7,True,True,0,7,1.65,5.4810128123690305,90.12736404666454,165.02736404666453,model
22343,United Kingdom,10,31.1,51.323483903569915,31.91375683406625,0.9535951176986701,0.026165814600201023,0.3,0.7,True,True,0,7,1.65,31.91375683406625,224.05213846334965,441.75213846334964,model
22682,United Kingdom,10,9.6,9.465727652959385,14.20020494096278,0.9369684552695973,0.47918801468362293,0.3,0.7,True,True,0,7,1.65,14.20020494096278,41.322536224196114,108.52253622419612,model
